"acc","assay_type","bioproject","biosample_link","cANI","collection_date_sam","containment","geo_loc_name_country_calc","lat_lon","organism"
"SRR10680340","WGS","PRJNA557323","https://www.ncbi.nlm.nih.gov/biosample/SAMN13509693","0.91","NP","0.13","Hong Kong","[22.38,114.2]","human gut metagenome"
"SRR13826010","POOLCLONE","PRJNA680829","https://www.ncbi.nlm.nih.gov/biosample/SAMN16925175","0.91","NP","0.13","uncalculated","""missing""","human gut metagenome"
"ERR2607598","WGS","PRJEB27054","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4700919","0.9","2016-12-01","0.11","Zambia","NP","wastewater metagenome"
"SRR10691957","OTHER","PRJNA588513","https://www.ncbi.nlm.nih.gov/biosample/SAMN13246730","0.9","2018-07-08","0.1","China","[25.59,99.55]","human gut metagenome"
"ERR7015399","WGS","PRJEB47975","https://www.ncbi.nlm.nih.gov/biosample/SAMEA9993136","0.9","2020-01-20","0.12","Finland","NP","metagenome"
"ERR3153835","WGS","PRJEB30611","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5335609","0.91","NP","0.15","China","NP","human gut metagenome"
"SRR14251577","WGA","PRJNA722381","https://www.ncbi.nlm.nih.gov/biosample/SAMN18753565","0.9","NP","0.12","uncalculated","NP","Escherichia coli"
"ERR7366424","WGS","PRJEB45799","https://www.ncbi.nlm.nih.gov/biosample/SAMEA10739852","0.91","NP","0.13","NP","NP","human gut metagenome"
"SRR7532888","WGS","PRJNA477424","https://www.ncbi.nlm.nih.gov/biosample/SAMN09641575","0.92","2016-11-07","0.16","China","""not applicable""","gut metagenome"
"SRR6659530","OTHER","PRJNA432390","https://www.ncbi.nlm.nih.gov/biosample/SAMN08448158","0.9","2014-09-14","0.11","USA","[37.58,-75.78]","food metagenome"
"ERR3211812","WGS","PRJEB31650","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5414457","1","2016-04-11","0.98","Denmark","NP","pig gut metagenome"
"SRR12325001","WGS","PRJNA648487","https://www.ncbi.nlm.nih.gov/biosample/SAMN15643062","0.9","2017-10-31","0.1","New Zealand","[-36.85,174.76]","human gut metagenome"
"ERR2607543","WGS","PRJEB27054","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4700864","0.9","2016-01-26","0.11","Chad","NP","wastewater metagenome"
"SRR5963426","WGS","PRJNA396794","https://www.ncbi.nlm.nih.gov/biosample/SAMN07501333","0.9","NP","0.11","USA","[40.44,-79.99]","human gut metagenome"
"ERR7764205","WGS","PRJEB49260","https://www.ncbi.nlm.nih.gov/biosample/SAMEA11476552","0.91","2020-07-09","0.15","Saudi Arabia","NP","wastewater metagenome"
"ERR7017821","WGS","PRJEB21259","https://www.ncbi.nlm.nih.gov/biosample/SAMEA10256222","0.99","NP","0.78","NP","NP","metagenome"
"ERR3211715","WGS","PRJEB31650","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5414360","0.99","2016-10-03","0.83","Denmark","NP","wastewater metagenome"
"ERR4682816","WGS","PRJEB40816","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7428458","0.91","2018-07-10","0.15","South Korea","NP","wastewater metagenome"
"SRR17243678","WGS","PRJNA788972","https://www.ncbi.nlm.nih.gov/biosample/SAMN24044232","0.9","2018-08-01","0.12","China","[34.66,123.21]","human gut metagenome"
"ERR1190616","WGS","PRJEB12123","https://www.ncbi.nlm.nih.gov/biosample/SAMEA3708542","0.9","NP","0.12","China","NP","human gut metagenome"
"ERR11172787","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821205","0.91","NP","0.15","NP","NP","unidentified"
"SRR13308524","WGS","PRJNA687995","https://www.ncbi.nlm.nih.gov/biosample/SAMN17165120","0.9","2019-05-20","0.11","China","[43.15,81.13]","milk metagenome"
"ERR11042132","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821026","0.91","NP","0.15","NP","NP","unidentified"
"ERR8977392","WGS","PRJEB51229","https://www.ncbi.nlm.nih.gov/biosample/SAMEA13189721","0.91","2018-04-27","0.14","Australia","NP","wastewater metagenome"
"SRR12586805","WGS","PRJNA658202","https://www.ncbi.nlm.nih.gov/biosample/SAMN15861113","0.9","NP","0.11","China","[30.880417,120.161246]","food fermentation metagenome"
"ERR9527964","WGS","PRJEB52146","https://www.ncbi.nlm.nih.gov/biosample/SAMEA13942581","0.95","NP","0.36","USA","NP","primate metagenome"
"SRR19018930","WGS","PRJNA833654","https://www.ncbi.nlm.nih.gov/biosample/SAMN28013762","0.95","2018-07-03","0.37","China","[26.368369,111.832615]","gut metagenome"
"SRR24581920","WGS","PRJNA972838","https://www.ncbi.nlm.nih.gov/biosample/SAMN35099850","0.91","2020-10-15","0.12","China","""Missing""","fertilizer metagenome"
"ERR11042068","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12820868","0.91","NP","0.15","NP","NP","unidentified"
"ERR11042238","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12820664","0.92","NP","0.16","NP","NP","unidentified"
"ERR10789803","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA10417416","0.9","NP","0.12","NP","NP","unidentified"
"ERR4682467","WGS","PRJEB40815","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7428374","0.91","NP","0.13","Serbia","NP","wastewater metagenome"
"ERR4678588","WGS","PRJEB40798","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7426288","0.91","2018-12-08","0.13","Brazil","NP","wastewater metagenome"
"SRR20648057","WGS","PRJNA860656","https://www.ncbi.nlm.nih.gov/biosample/SAMN29967986","0.99","2020-06-15","0.8","China","""missing""","metagenome"
"ERR10789577","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA10417601","0.9","NP","0.1","NP","NP","unidentified"
"SRR12632045","WGS","PRJNA661164","https://www.ncbi.nlm.nih.gov/biosample/SAMN16073637","0.9","2019-05-22","0.11","Israel","[31.991312,34.821017]","metagenome"
"SRR25131762","WGA","PRJNA989503","https://www.ncbi.nlm.nih.gov/biosample/SAMN35882479","0.9","2022-10-11","0.11","China","""35 N 105 E""","hospital metagenome"
"SRR13826141","POOLCLONE","PRJNA680829","https://www.ncbi.nlm.nih.gov/biosample/SAMN16925175","0.92","NP","0.16","uncalculated","""missing""","human gut metagenome"
"SRR14555689","WGS","PRJNA730191","https://www.ncbi.nlm.nih.gov/biosample/SAMN19222450","0.94","2020-04-01","0.27","China","[45.683333,126.633333]","soil metagenome"
"ERR2338392","WGS","PRJEB25171","https://www.ncbi.nlm.nih.gov/biosample/SAMEA104641230","0.99","2015-03-10","0.84","Brazil","NP","metagenome"
"ERR2597499","WGS","PRJEB26961","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4689013","0.94","2015-11-10","0.28","Denmark","NP","gut metagenome"
"ERR11042115","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821093","0.92","NP","0.18","NP","NP","unidentified"
"ERR10789475","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA10417476","0.91","NP","0.13","NP","NP","unidentified"
"ERR2607403","WGS","PRJEB27054","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4700724","0.9","2016-01-26","0.12","Canada","NP","wastewater metagenome"
"ERR10754239","WGS","PRJEB58441","https://www.ncbi.nlm.nih.gov/biosample/SAMEA112254611","0.9","NP","0.1","Tanzania","NP","feces metagenome"
"SRR11687776","WGS","PRJNA552582","https://www.ncbi.nlm.nih.gov/biosample/SAMN14819720","0.9","2018-07-02","0.1","Greenland","[81.567,-16.358]","glacier metagenome"
"ERR11172767","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821184","0.91","NP","0.13","NP","NP","unidentified"
"ERR11042236","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12820479","0.9","NP","0.1","NP","NP","unidentified"
"SRR15166576","WGS","PRJNA747032","https://www.ncbi.nlm.nih.gov/biosample/SAMN20253092","0.99","NP","0.77","USA","""not applicable""","metagenome"
"SRR19660467","WGS","PRJNA849401","https://www.ncbi.nlm.nih.gov/biosample/SAMN29054775","0.92","2022-01-01","0.19","China","[24.52,102.49]","gut metagenome"
"SRR24951299","WGS","PRJNA982679","https://www.ncbi.nlm.nih.gov/biosample/SAMN35711803","0.92","2022-11-30","0.17","Switzerland","[47.4939143,7.5216874]","Salmonella enterica"
"SRR10479054","OTHER","PRJNA590026","https://www.ncbi.nlm.nih.gov/biosample/SAMN13315021","0.9","2019-01-01","0.11","China","""missing""","human metagenome"
"SRR3747751","WGS","PRJNA327808","https://www.ncbi.nlm.nih.gov/biosample/SAMN05357636","0.9","2014-08-10","0.11","Canada","[42.98,-81.24]","food metagenome"
"SRR22877877","WGS","PRJNA915251","https://www.ncbi.nlm.nih.gov/biosample/SAMN32383421","0.9","2019-08-06","0.12","United Kingdom","[51.38,-2.36]","feces metagenome"
"ERR2683120","WGS","PRJEB27621","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4777377","0.9","2017-06-05","0.11","Poland","NP","wastewater metagenome"
"ERR4678615","WGS","PRJEB40798","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7426315","0.92","2018-12-14","0.16","Italy","NP","wastewater metagenome"
"ERR7015382","WGS","PRJEB47975","https://www.ncbi.nlm.nih.gov/biosample/SAMEA9993119","0.91","2019-12-12","0.13","Burkina Faso","NP","metagenome"
"SRR21374455","WGS","PRJNA875025","https://www.ncbi.nlm.nih.gov/biosample/SAMN30613552","0.9","2020-09-03","0.12","USA","""40 N 105.3 W""","wastewater metagenome"
"SRR14509839","WGS","PRJNA728908","https://www.ncbi.nlm.nih.gov/biosample/SAMN19107498","0.9","2014-07-01","0.11","China","[30.53,121.48]","metagenome"
"ERR9723919","WGS","PRJEB52722","https://www.ncbi.nlm.nih.gov/biosample/SAMEA14369869","0.91","NP","0.15","NP","NP","metagenome"
"SRR13826150","POOLCLONE","PRJNA680829","https://www.ncbi.nlm.nih.gov/biosample/SAMN16925175","0.91","NP","0.12","uncalculated","""missing""","human gut metagenome"
"ERR4682380","WGS","PRJEB40815","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7428287","0.91","2017-11-22","0.13","Taiwan","NP","wastewater metagenome"
"SRR13712826","WGS","PRJNA701961","https://www.ncbi.nlm.nih.gov/biosample/SAMN17918422","0.9","2016-05-12","0.1","Canada","[51.0447,-114.0719]","human gut metagenome"
"ERR11042390","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12820521","0.92","NP","0.17","NP","NP","unidentified"
"SRR16757950","WGS","PRJNA777380","https://www.ncbi.nlm.nih.gov/biosample/SAMN22852131","0.9","2020-05-20","0.12","China","""not collected""","soil metagenome"
"SRR14251563","WGA","PRJNA722381","https://www.ncbi.nlm.nih.gov/biosample/SAMN18753578","0.91","NP","0.14","uncalculated","NP","Escherichia coli"
"SRR12324984","WGS","PRJNA648487","https://www.ncbi.nlm.nih.gov/biosample/SAMN15643078","0.9","2019-02-25","0.1","New Zealand","[-36.85,174.76]","human gut metagenome"
"SRR24951315","WGS","PRJNA982679","https://www.ncbi.nlm.nih.gov/biosample/SAMN35711789","0.91","2022-07-20","0.15","Switzerland","[47.4939143,7.5216874]","Salmonella enterica"
"ERR3562922","WGS","PRJEB34633","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5982195","0.9","2016-08-16","0.11","Denmark","NP","wastewater metagenome"
"ERR3310212","WGS","PRJEB32444","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5594448","0.98","NP","0.66","South Korea","NP","metagenome"
"ERR1430453","WGS","PRJEB14155","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4019207","0.9","NP","0.12","China","NP","metagenome"
"ERR11172699","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821545","0.9","NP","0.11","NP","NP","unidentified"
"SRR8165486","WGS","PRJNA501900","https://www.ncbi.nlm.nih.gov/biosample/SAMN10349525","0.92","2016-12-07","0.16","Canada","[43.65,-79.38]","anaerobic digester metagenome"
"SRR10489619","WGS","PRJNA498951","https://www.ncbi.nlm.nih.gov/biosample/SAMN13326118","1","2019-10-05","0.92","USA","[38.91,-76.96]","metagenome"
"ERR3211821","WGS","PRJEB31650","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5414466","1","2016-04-11","0.98","Denmark","NP","pig gut metagenome"
"SRR7271174","WGS","PRJNA474776","https://www.ncbi.nlm.nih.gov/biosample/SAMN09373366","0.99","2017-08-26","0.77","USA","""not collected""","human gut metagenome"
"ERR11042319","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12818198","0.91","NP","0.14","NP","NP","unidentified"
"SRR21938184","OTHER","PRJNA841786","https://www.ncbi.nlm.nih.gov/biosample/SAMN31324826","0.92","2021-10-01","0.17","Hong Kong","[22.3,114.17]","metagenome"
"SRR14251585","WGA","PRJNA722381","https://www.ncbi.nlm.nih.gov/biosample/SAMN18753558","0.91","NP","0.15","uncalculated","NP","Escherichia coli"
"ERR7366483","WGS","PRJEB45799","https://www.ncbi.nlm.nih.gov/biosample/SAMEA10739888","0.9","NP","0.11","NP","NP","human gut metagenome"
"ERR3211970","WGS","PRJEB31650","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5414615","1","2016-04-11","0.98","Denmark","NP","pig gut metagenome"
"ERR11042543","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12818153","0.91","NP","0.13","NP","NP","unidentified"
"SRR15633999","WGS","PRJNA755428","https://www.ncbi.nlm.nih.gov/biosample/SAMN20967524","0.91","2020-05-12","0.13","China","[23.6,113.15]","gut metagenome"
"SRR24889863","WGS","PRJNA982400","https://www.ncbi.nlm.nih.gov/biosample/SAMN35325846","0.92","NP","0.15","Fiji","[-17.76556355,177.97467437]","human metagenome"
"SRR12159198","WGS","PRJNA643353","https://www.ncbi.nlm.nih.gov/biosample/SAMN15422626","0.9","NP","0.11","China","[31.23,121.47]","human gut metagenome"
"ERR3363670","OTHER","PRJEB32887","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5700154","0.99","2017-11-01","0.79","United Kingdom","NP","human metagenome"
"ERR7764182","WGS","PRJEB49260","https://www.ncbi.nlm.nih.gov/biosample/SAMEA11476523","0.9","2020-06-11","0.12","Saudi Arabia","NP","wastewater metagenome"
"SRR17643629","WGS","PRJNA797994","https://www.ncbi.nlm.nih.gov/biosample/SAMN25042949","0.9","NP","0.12","Malaysia","[2.86,101.35]","human gut metagenome"
"SRR24540929","WGS","PRJNA948024","https://www.ncbi.nlm.nih.gov/biosample/SAMN33900259","0.9","2018-06-01","0.12","USA","""not collected""","insect metagenome"
"SRR2250436","WGS","PRJNA217052","https://www.ncbi.nlm.nih.gov/biosample/SAMN02333981","0.93","NP","0.2","NP","NP","gut metagenome"
"ERR4682441","WGS","PRJEB40815","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7428348","0.9","2017-11-22","0.1","Finland","NP","wastewater metagenome"
"SRR19746212","OTHER","PRJNA850514","https://www.ncbi.nlm.nih.gov/biosample/SAMN29182901","0.91","2021-04-07","0.12","China","[36.7,117.3]","bovine gut metagenome"
"SRR19888475","WGS","PRJNA853785","https://www.ncbi.nlm.nih.gov/biosample/SAMN29404506","0.91","2022-02-01","0.14","USA","[44.5872581,-72.26703815]","food fermentation metagenome"
"ERR10789540","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA10417560","0.9","NP","0.11","NP","NP","unidentified"
"SRR24018580","POOLCLONE","PRJNA950095","https://www.ncbi.nlm.nih.gov/biosample/SAMN33974371","0.91","2018-07-01","0.14","Ecuador","[-0.263846,-91.445559]","metagenome"
"SRR14251566","WGA","PRJNA722381","https://www.ncbi.nlm.nih.gov/biosample/SAMN18753575","0.91","NP","0.15","uncalculated","NP","Escherichia coli"
"ERR2683256","WGS","PRJEB27621","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4777513","0.9","2017-06-13","0.1","Bosnia and Herzegovina","NP","wastewater metagenome"
"SRR16477281","WGS","PRJNA772552","https://www.ncbi.nlm.nih.gov/biosample/SAMN22377019","0.9","2020-05-20","0.12","China","""not collected""","soil metagenome"
"ERR3593665","WGS","PRJEB34871","https://www.ncbi.nlm.nih.gov/biosample/SAMEA6085630","0.91","NP","0.14","Kenya","NP","gut metagenome"
"SRR8288631","WGS","PRJNA507824","https://www.ncbi.nlm.nih.gov/biosample/SAMN10508882","0.92","NP","0.19","USA","NP","blood metagenome"
"SRR21898740","WGS","PRJNA889771","https://www.ncbi.nlm.nih.gov/biosample/SAMN31253673","0.99","NP","0.77","USA","[40.4308,-79.9598]","human skin metagenome"
"SRR24079982","WGS","PRJNA952520","https://www.ncbi.nlm.nih.gov/biosample/SAMN34080632","0.97","2017-08-01","0.52","Mexico","[19.8301,-90.5349]","metagenome"
"SRR8126713","WGS","PRJNA498951","https://www.ncbi.nlm.nih.gov/biosample/SAMN10340223","0.9","2018-08-28","0.1","USA","[38.91,-76.96]","freshwater metagenome"
"SRR22364146","WGS","PRJNA903933","https://www.ncbi.nlm.nih.gov/biosample/SAMN31822462","0.99","NP","0.77","USA","[37.4275,-122.1697]","synthetic metagenome"
"SRR11734786","WGS","PRJNA631031","https://www.ncbi.nlm.nih.gov/biosample/SAMN14850476","0.99","NP","0.77","USA","""not applicable""","human nasopharyngeal metagenome"
"SRR13083088","WGS","PRJNA679346","https://www.ncbi.nlm.nih.gov/biosample/SAMN16830175","0.91","NP","0.13","Japan","[36.621,138.59]","human gut metagenome"
"ERR10207704","WGS","PRJEB46788","https://www.ncbi.nlm.nih.gov/biosample/SAMEA111358227","0.9","NP","0.12","NP","NP","human gut metagenome"
"ERR3211647","WGS","PRJEB31650","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5414292","0.92","2016-08-15","0.16","Denmark","NP","wastewater metagenome"
"ERR4678662","WGS","PRJEB40798","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7426362","0.91","2019-02-13","0.15","Nepal","NP","wastewater metagenome"
"SRR22464970","WGS","PRJNA906507","https://www.ncbi.nlm.nih.gov/biosample/SAMN31926753","1","2019-06-01","0.98","USA","[30.36,-96.23]","chicken gut metagenome"
"SRR15040916","WGS","PRJNA743718","https://www.ncbi.nlm.nih.gov/biosample/SAMN20058805","0.9","2020-06-01","0.12","uncalculated","[37.52658163,127.10872432]","human feces metagenome"
"SRR22256695","WGS","PRJNA794347","https://www.ncbi.nlm.nih.gov/biosample/SAMN31582600","0.91","2020-11-01","0.12","USA","[39.134531,-76.891463]","freshwater metagenome"
"SRR15520765","WGS","PRJNA755324","https://www.ncbi.nlm.nih.gov/biosample/SAMN20850476","0.9","2018-03-14","0.11","USA","[39.2904,-76.6122]","metagenome"
"SRR6037108","WGS","PRJNA404022","https://www.ncbi.nlm.nih.gov/biosample/SAMN07628403","0.99","NP","0.76","USA","[33.95,-83.38]","food metagenome"
"SRR6037121","WGS","PRJNA404022","https://www.ncbi.nlm.nih.gov/biosample/SAMN07628432","0.99","NP","0.78","USA","[33.95,-83.38]","food metagenome"
"SRR11351780","WGS","PRJNA593850","https://www.ncbi.nlm.nih.gov/biosample/SAMN14384170","0.95","NP","0.36","Canada","[45.4215,-75.6972]","Salmonella enterica subsp. enterica serovar Typhimurium"
"SRR14117224","WGS","PRJNA695070","https://www.ncbi.nlm.nih.gov/biosample/SAMN17717679","0.9","NP","0.1","China","""not collected""","human metagenome"
"ERR2359765","WGS","PRJEB25298","https://www.ncbi.nlm.nih.gov/biosample/SAMEA104658547","0.91","2009-09-30","0.15","China","NP","metagenome"
"SRR8427814","WGS","PRJNA510445","https://www.ncbi.nlm.nih.gov/biosample/SAMN10722358","0.9","NP","0.11","NP","NP","human gut metagenome"
"SRR8869246","WGS","PRJNA518636","https://www.ncbi.nlm.nih.gov/biosample/SAMN10864209","0.9","2017-11-01","0.11","USA","[37.8864,-122.2981]","phyllosphere metagenome"
"SRR11351773","WGS","PRJNA593850","https://www.ncbi.nlm.nih.gov/biosample/SAMN14384177","1","NP","0.98","Canada","[45.4215,-75.6972]","Salmonella enterica subsp. enterica serovar Typhimurium"
"SRR5264409","WGS","PRJNA365935","https://www.ncbi.nlm.nih.gov/biosample/SAMN06268037","0.9","2013-01-20","0.1","USA","[38.5402,-121.75]","bioreactor metagenome"
"ERR3310227","WGS","PRJEB32444","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5594463","0.99","NP","0.77","South Korea","NP","metagenome"
"SRR12802569","OTHER","PRJNA668202","https://www.ncbi.nlm.nih.gov/biosample/SAMN16401308","0.9","NP","0.12","uncalculated","""missing""","gut metagenome"
"ERR3153845","WGS","PRJEB30611","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5335619","0.91","NP","0.13","China","NP","human gut metagenome"
"ERR3153747","WGS","PRJEB30611","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5335521","0.9","NP","0.11","China","NP","human gut metagenome"
"ERR10789581","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA10417608","0.9","NP","0.11","NP","NP","unidentified"
"ERR3562920","WGS","PRJEB34633","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5982193","0.91","2016-08-10","0.14","Denmark","NP","wastewater metagenome"
"SRR3732371","WGS","PRJNA308761","https://www.ncbi.nlm.nih.gov/biosample/SAMN04412700","0.95","NP","0.38","uncalculated","""missing""","synthetic metagenome"
"SRR11412806","WGS","PRJNA613947","https://www.ncbi.nlm.nih.gov/biosample/SAMN14445479","0.91","NP","0.14","China","[31.8,121.66]","gut metagenome"
"ERR11172781","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821199","0.91","NP","0.14","NP","NP","unidentified"
"ERR2683224","WGS","PRJEB27621","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4777481","0.91","2017-06-12","0.15","Ireland","NP","wastewater metagenome"
